komishinichatti	ኮሚሺኒቸቲ
qabsaa	ቀብሳ
amu	አሙ
ture	ቱሬ
amma	አመ
isaan	ኢሳን
keessaa	ኬሳ
tokko	ቶኮ
yerootti	ዬሮቲ
itti	ኢቲ
aantuu	ኣንቱ
pirezidaantii	pኢሬzኢዳንቲ
taatu	ታቱ
argaa	አርጋ
jiru	ጂሩ
adeemsi	አዴምሲ
isaanii	ኢሳኒ
maal	ማል
fakkaata	ፈካተ
ture	ቱሬ
ammahoo	አመሆ
maaltu	ማልቱ
isaanitti	ኢሳኒቲ
dhagahama	ዳገሀመ
sirna	ሲርነ
muudama	ሙደመ
joo	ጆ
baayiden	ባይዴን
fi	ፊ
kamaalaa	ከማላ
hariis	ሀሪስ
irratti	ኢረቲ
maaltu	ማልቱ
eegama	ኤገመ
tiraamp	ቲራምp
nagaa	ነጋ
dhaammate	ዳመቴ
wanta	ወንተ
hojjechuuf	ሆጄቹፍ
as	አስ
dhufne	ዱፍኔ
hojjenneerra	ሆጄኔረ
jedhe	ጄዴ
pireezidantii	pኢሬzኢደንቲ
ameerikaa	አሜሪካ
ffaa	ፋ
ta	ተ
uun	ኡን
kan	ከን
filataman	ፊለተመን
joo	ጆ
baayidan	ባይደን
eenyu	ኤኙ
kolleejjonni	ኮሌጆኒ
gurraachotni	ግራቾትኒ
itti	ኢቲ
baratan	በረተን
akka	አከ
howaardi	ሆዋርዲ
fa	ፈ
a	አ
kan	ከን
isaan	ኢሳን
hundaa	ሁንዳ
an	አን
gurraachotni	ግራቾትኒ
afrikaa	አፍሪካ
ameerikaa	አሜሪካ
garbummaan	ገርቡማን
booda	ቦደ
kolleejii	ኮሌጂ
irraa	ኢራ
dhorkamanii	ድኦርከመኒ
turan	ቱረን
akka	አከ
itti	ኢቲ
barataniif	በረተኒፍ
kun	ኩን
amma	አመ
jijjiiramus	ጂጂረሙስ
ammayyu	አመዩ
ergamni	ኤርገምኒ
inni	ኢኒ
guddaan	ግዳን
howaardi	ሆዋርዲ
gaggeesitootni	ገጌሲቶትኒ
gurraacha	ግራቸ
tahan	ተሀን
akka	አከ
bahan	በሀን
gochuu	ጎቹ
irratti	ኢረቲ
hojjechuudha	ሆጄቹዳ
sadarkaa	ሰደርካ
barnootaa	በርኖታ
guddisuu	ግዲሱ
qofa	ቆፈ
osoo	ኦሶ
hin	ሂን
taane	ታኔ
hawwaasa	ሀዋሰ
dadammaqsuu	ደደመቅሱ
irrattis	ኢረቲስ
akkasuma	አከሱመ
hojjeta	ሆጄተ
kamaalaan	ከማላን
guyyaa	ግያ
hundeeffama	ሁንዴፈመ
waldaa	ወልዳ
dubartootaa	ዱበርቶታ
yuunivarsiitichaa	ዩኡኒvአርሲቲቻ
yeroo	ዬሮ
ayyaaneffatte	አያኔፈቴ
mormii	ሞርሚ
sirna	ሲርነ
appaartaayidiitti	አppኣርታይዲቲ
makamuu	መከሙ
fi	ፊ
yeroo	ዬሮ
barattuu	በረቱ
turte	ቱርቴ
kilaba	ኪለበ
falmii	ፈልሚ
howaarditti	ሆዋርዲቲ
makamuu	መከሙ
irraa	ኢራ
muuxannoo	ሙጠኖ
akkamii	አከሚ
akka	አከ
argatte	አርገቴ
himteetti	ሂምቴቲ
suuraa	ሱራ
sana	ሰነ
irratti	ኢረቲ
vaalaarii	vኣላሪ
piippeen	ፒፔን
karaa	ከራ
harka	ሀርከ
bitaan	ቢታን
yeroo	ዬሮ
seeqxu	ሴቅጡ
ofitti	ኦፊቲ
amanamummaan	አመነሙማን
irraa	ኢራ
calaqqisu	ጨለቂሱ
sanadha	ሰነዳ
maatiinishee	ማቲኒሼ
erga	ኤርገ
gara	ገረ
kaabaatti	ካባቲ
godaananii	ጎዳነኒ
kolleejjii	ኮሌጂ
gurraachotaatti	ግራቾታቲ
baratan	በረተን
kun	ኩን
yeroo	ዬሮ
gurraachotni	ግራቾትኒ
cunqurfamaa	ጩንቁርፈማ
turan	ቱረን
rakkoo	ረኮ
dinagdee	ዲነግዴ
fi	ፊ
qoollifannaa	ቆሊፈና
isaan	ኢሳን
irra	ኢረ
gahaa	ገሃ
tureen	ቱሬን
falmaa	ፈልማ
turanii	ቱረኒ
kibba	ኪበ
irraa	ኢራ
gara	ገረ
kaabaa	ካባ
ameerikaatti	አሜሪካቲ
godaanan	ጎዳነን
ture	ቱሬ
yeroo	ዬሮ
sana	ሰነ
naannoo	ናኖ
chikaagootti	ቺካጎቲ
qubatan	ቁበተን
isheenis	ኢሼኒስ
kan	ከን
gara	ገረ
howaarditti	ሆዋርዲቲ
qajeelte	ቀጄልቴ
erga	ኤርገ
obboleessi	ኦብቦሌሲ
ishee	ኢሼ
hangafaa	ሀንገፋ
eebbifamuun	ኤቢፈሙን
kitaaba	ኪታበ
waggaan	ወጋን
maxxanfamu	መጠንፈሙ
tokkoo	ቶኮ
fi	ፊ
haalaan	ሃላን
ishee	ኢሼ
kakaase	ከካሴ
gara	ገረ
manaatti	መናቲ
fideeti	ፊዴቲ
aadaan	ኣዳን
yuunivarsiticha	ዩኡኒvአርሲቲቸ
keessaa	ኬሳ
kan	ከን
baay	ባይ
ee	ኤ
jaalatamuu	ጃለተሙ
fi	ፊ
akkasuma	አከሱመ
kan	ከን
barnootaa	በርኖታ
fi	ፊ
aadaa	ኣዳ
warra	ወረ
cunqurfamoo	ጩንቁርፈሞ
irratti	ኢረቲ
xiyyeeffatu	ጢይፈቱ
ture	ቱሬ
jette	ጄቴ
piippeen	pኢኢppኤን
dhalootni	ዳሎትኒ
nu	ኑ
boodaa	ቦዳ
milkaa	ሚልካ
ina	ኢነ
keenyaan	ኬኛን
akka	አከ
jijjiirama	ጂጂረመ
guddaa	ግዳ
fidan	ፊደን
ni	ኒ
beekna	ቤክነ
ture	ቱሬ
pippeen	pኢppኤን
akka	አከ
howaardi	ሆዋርዲ
yuunivarsiitiitti	ዩኡኒvአርሲቲቲ
hundi	ሁንዲ
keenya	ኬኘ
haala	ሃለ
gaariin	ጋሪን
hojjechuf	ሆጄቹፍ
tokkummaan	ቶኩማን
dhaabbachuu	ዳበቹ
fi	ፊ
qabxii	ቀብጢ
keenya	ኬኘ
adunyaa	አዱኛ
irratti	ኢረቲ
beeksisuuf	ቤክሲሱፍ
fedha	ፌዳ
guddaan	ግዳን
hojjenna	ሆጄነ
ture	ቱሬ
jette	ጄቴ
maatii	ማቲ
gurraachummaa	ግራቹማ
isaanin	ኢሳኒን
boonanii	ቦነኒ
fi	ፊ
ijoollee	ኢጆሌ
isaanii	ኢሳኒ
irratti	ኢረቲ
amanannaa	አመነና
guddaa	ግዳ
qaban	ቀበን
keessaa	ኬሳ
kan	ከን
baate	ባቴ
piippeen	pኢኢppኤን
howaarditti	ሆዋርዲቲ
waan	ዋን
guddaa	ግዳ
akka	አከ
baratte	በረቴ
himti	ሂምቲ
erga	ኤርገ
howaardii	ሆዋርዲ
eebbifamtee	ኤቢፈምቴ
yaaleetti	ያሌቲ
fayyaa	ፈያ
barachuun	በረቹን
amma	አመ
gorsituu	ጎርሲቱ
dhimma	ዲመ
fayyaati	ፈያቲ
qabxii	ቀብጢ
guddaa	ግዳ
galmeessisuu	ገልሜሲሱ
fi	ፊ
eenyu	ኤኙ
akka	አከ
taate	ታቴ
addunyaa	አዱኛ
irratti	ኢረቲ
beeksisuuf	ቤክሲሱፍ
hiriyyaa	ሂሪያ
ishee	ኢሼ
kaamaalaa	ካማላ
waliin	ወሊን
halkan	ሀልከን
meeqa	ሜቀ
akka	አከ
qayyabataaa	ቀየበታአ
turan	ቱረን
yaadatti	ያደቲ
howaarditti	ሆዋርዲቲ
lamaan	ለማን
keenyayyuu	ኬኘዩ
waggaa	ወጋ
tokko	ቶኮ
barnoota	በርኖተ
yeroo	ዬሮ
gannaaf	ገናፍ
turre	ቱሬ
guyyaa	ግያ
hojjenna	ሆጄነ
halkan	ሀልከን
daree	ደሬ
gallee	ገሌ
barannee	በረኔ
sana	ሰነ
booda	ቦደ
ammoo	አሞ
waliin	ወሊን
qayyabanna	ቀየበነ
ture	ቱሬ
ganna	ገነ
tokko	ቶኮ
guutuu	ጉቱ
akkasiin	አከሲን
waliin	ወሊን
dabarsine	ደበርሲኔ
bara	በረ
keessa	ኬሰ
kanneen	ከኔን
barnoota	በርኖተ
faarmaasii	ፋርማሲ
baratan	በረተን
yaala	ያለ
ilkaanii	ኢልካኒ
kan	ከን
baratan	በረተን
fi	ፊ
barnoota	በርኖተ
amantaa	አመንታ
theology	ትሄኦሎግይ
kan	ከን
hordofan	ሆርዶፈን
hundi	ሁንዲ
howaarditti	ሆዋርዲቲ
baratan	በረተን
har	ሀር
a	አ
doktoroonnii	ዶክቶሮኒ
fi	ፊ
hakiimonni	ሀኪኢሞኒ
ilkaanii	ኢልካኒ
ameerikaa	አሜሪካ
keessaa	ኬሳ
gurraacha	ግራቸ
tahan	ተሀን
kollejjota	ኮሌጆተ
fayyaa	ፈያ
howaardi	ሆዋርዲ
lamaan	ለማን
mehaarii	ሜሃሪ
fi	ፊ
howaard	ሆዋርድ
yuunivarsiitii	ዩኡኒvአርሲቲ
jedhamanitti	ጄዳመኒቲ
baratan	በረተን
ibsa	ኢብሰ
waa	ዋ
ee	ኤ
viidiyoo	vኢኢዲዮ
kaamalaa	ካመላ
haaris	ሃሪስ
eenyu	ኤኙ
irra	ኢረ
caalaan	ጫላን
hakiimotaa	ሀኪኢሞታ
ofiseroota	ኦፊሴሮተ
waraanaa	ወራና
fi	ፊ
abbootiin	አቦቲን
seeraa	ሴራ
federaalaa	ፌዴራላ
gurraacha	ግራቸ
tahan	ተሀን
yuunivarsiitii	ዩኡኒvአርሲቲ
howaarditti	ሆዋርዲቲ
baratan	በረተን
aadaan	ኣዳን
barnootaa	በርኖታ
yuunivarsichaa	ዩኡኒvአርሲቻ
namoota	ነሞተ
milkaa	ሚልካ
inaaf	ኢናፍ
fedha	ፌዳ
guddaa	ግዳ
qabaniif	ቀበኒፍ
bu	ቡ
uura	ኡረ
guddaadha	ግዳዳ
kaaren	ካሬን
giibsi	ጊብሲ
gama	ገመ
mirgaan	ሚርጋን
suuraa	ሱራ
irratti	ኢረቲ
mul	ሙል
attu	አቱ
kamalaa	ከመላ
haarisii	ሃሪሲ
fi	ፊ
valaarii	vአላሪ
piipeniif	pኢኢpኤኒፍ
hiriyaa	ሂሪያ
taatee	ታቴ
hafte	ሀፍቴ
amma	አመ
abbaa	አባ
alangaa	አለንጋ
tahuun	ተሁን
hojjetti	ሆጄቲ
akkuma	አኩመ
kamalaa	ከመላ
yuunivarsiitii	ዩኡኒvአርሲቲ
howaardi	ሆዋርዲ
keessattis	ኬሰቲስ
dubbii	ዱቢ
ciccimaa	ጪጪማ
taasisfti	ታሲስፍቲ
howaardi	ሆዋርዲ
keessa	ኬሰ
waan	ዋን
gurraachotni	ግራቾትኒ
ittiin	ኢቲን
boonanii	ቦነኒ
fi	ፊ
jaallatamu	ጃላተሙ
heeddutu	ሄዱቱ
jira	ጂረ
jette	ጄቴ
giibsi	ጊብሲ
pirofesaroota	pኢሮፌሰሮተ
gurraacha	ግራቸ
tahan	ተሀን
ittiin	ኢቲን
boonnu	ቦኑ
baay	ባይ
ee	ኤ
qabna	ቀብነ
kun	ኩን
miidhagina	ሚዳጊነ
gara	ገረ
howaardi	ሆዋርዲ
deemuuti	ዴሙቲ
nu	ኑ
hidhachiisanii	ሂዳቺሰኒ
nu	ኑ
qopheessan	ቆጴሰን
gaafa	ጋፈ
howaardii	ሆዋርዲ
baane	ባኔ
waan	ዋን
nu	ኑ
mudachuu	ሙደቹ
malu	መሉ
hundaa	ሁንዳ
nutti	ኑቲ
himu	ሂሙ
nu	ኑ
hidhachiisuun	ሂዳቺሱን
akka	አከ
abjuu	አብጁ
keenya	ኬኘ
bira	ቢረ
geenyu	ጌኙ
gochuun	ጎቹን
nu	ኑ
gadhiisu	ገዲሱ
baadiyaa	ባዲያ
delawaree	ዴለወሬ
bakka	በከ
namootni	ነሞትኒ
baratan	በረተን
jiran	ጂረን
gidduuttin	ጊዱቲን
dhaladhee	ዳለዴ
guddadhe	ግደዴ
maatii	ማቲ
gurraacha	ግራቸ
baratee	በረቴ
fi	ፊ
eenyummaa	ኤኙማ
isaan	ኢሳን
boonu	ቦኑ
irraa	ኢራ
dhaladhus	ዳለዱስ
hawwaasa	ሀዋሰ
xiqqoo	ጢቆ
sana	ሰነ
keessa	ኬሰ
sanyummaan	ሰኙማን
waan	ዋን
jiruuf	ጂሩፍ
maqaa	መቃ
gadheedhaan	ገዴዳን
na	ነ
waamaa	ዋማ
turan	ቱረን
jette	ጄቴ
giibsi	ጊብሲ
sababiin	ሰበቢን
tokko	ቶኮ
howaarditti	ሆዋርዲቲ
barattee	በረቴ
abbaa	አባ
seera	ሴረ
mirga	ሚርገ
siivilii	ሲvኢሊ
taateefis	ታቴፊስ
kana	ከነ
tarkaanfii	ተርካንፊ
kana	ከነ
fudhachuu	ፉዳቹ
isheen	ኢሼን
jaalalaa	ጃለላ
fi	ፊ
deeggarsaa	ዴገርሳ
argachuu	አርገቹ
dandeessetti	ደንዴሴቲ
giibsii	ጊብሲ
fi	ፊ
piippeen	pኢኢppኤን
howaardi	ሆዋርዲ
keessaa	ኬሳ
fi	ፊ
alatti	አለቲ
uummataaf	ኡመታፍ
hubannoo	ሁበኖ
uumaa	ኡማ
sochii	ሶቺ
dadammaqina	ደደመቂነ
siyaasaas	ሲያሳስ
gochaa	ጎቻ
turan	ቱረን
deekser	ዴክሴር
kool	ኮል
miseensa	ሚሴንሰ
aluminii	አሉሚኒ
howaardi	ሆዋርዲ
kan	ከን
ture	ቱሬ
amma	አመ
hojii	ሆጂ
gaggeessaa	ገጌሳ
ol	ኦል
aanaa	ኣና
tv	ትv
one	ኦኔ
bbctti	ብብጭቲ
akka	አከ
himetti	ሂሜቲ
maatiin	ማቲን
keenya	ኬኘ
falmii	ፈልሚ
kaba	ከበ
mirga	ሚርገ
siivilii	ሲvኢሊ
irratti	ኢረቲ
hirmaachaa	ሂርማቻ
turan	ቱረን
nuyis	ኑይስ
miiruma	ሚሩመ
kanaan	ከናን
gara	ገረ
howaardi	ሆዋርዲ
yeroo	ዬሮ
dhaqnu	ዳቅኑ
jireenya	ጂሬኘ
keenya	ኬኘ
qofa	ቆፈ
fooyyessuuf	ፎዬሱፍ
oso	ኦሶ
hin	ሂን
taane	ታኔ
jireenya	ጂሬኘ
namoota	ነሞተ
kaaniis	ካኒስ
fooyyessuufi	ፎዬሱፊ
akka	አከ
biyyaatti	ቢያቲ
howaardi	ሆዋርዲ
dhaloota	ዳሎተ
adunyaa	አዱኛ
irratti	ኢረቲ
dhiibbaa	ዲባ
uuman	ኡመን
oomisheera	ኦኦሚሼረ
keessumaa	ኬሱማ
hawaasa	ሀዋሰ
afrikaa	አፍሪካ
ameerikaa	አሜሪካ
tahan	ተሀን
irratti	ኢረቲ
bal	በል
inaan	ኢናን
hojjeteera	ሆጄቴረ
baattoo	ባቶ
jijjiiramaa	ጂጂረማ
akka	አከ
taane	ታኔ
ni	ኒ
beekna	ቤክነ
ture	ቱሬ
kool	ኮል
akka	አከ
jedhetti	ጄዴቲ
yeroo	ዬሮ
sana	ሰነ
jeequmsa	ጄቁምሰ
guuddaatu	ጉዳቱ
hawwaasa	ሀዋሰ
keessa	ኬሰ
jira	ጂረ
ture	ቱሬ
garuu	ገሩ
akka	አከ
qaama	ቃመ
barataa	በረታ
tokkootti	ቶኮቲ
sababii	ሰበቢ
namootni	ነሞትኒ
dura	ዱረ
keenya	ኬኘ
bu	ቡ
an	አን
jiraniif	ጂረኒፍ
akka	አከ
taa	ታ
umsicha	ኡምሲቸ
irra	ኢረ
teenyu	ቴኙ
ni	ኒ
beekna	ቤክነ
ture	ቱሬ
jedhe	ጄዴ
gaafa	ጋፈ
galma	ገልመ
biyyaalessaa	ቢያሌሳ
kaappitaal	ካppኢታል
hiil	ሂል
jirutti	ጂሩቲ
hiriirri	ሂሪሪ
gaafa	ጋፈ
bahame	በሀሜ
nan	ነን
yaadadha	ያደዳ
barattotatu	በረቶተቱ
gareedhaan	ገሬዳን
bahee	በሄ
guyyaan	ግያን
dhaloota	ዳሎተ
maartin	ማርቲን
luuter	ሉቴር
kiing	ኪኢንግ
jr	ጅር
ayyaana	አያነ
waggaa	ወጋ
keessatti	ኬሰቲ
qabamuu	ቀበሙ
qaba	ቀበ
jedhan	ጄዳን
amma	አመ
eessatti	ኤሰቲ
akkan	አከን
hiriire	ሂሪሬ
nan	ነን
yaadadha	ያደዳ
mirgi	ሚርጊ
keenya	ኬኘ
maal	ማል
akka	አከ
tahe	ተሄ
ni	ኒ
beekna	ቤክነ
sana	ሰነ
kabachiisuuf	ከበቺሱፍ
kutannoo	ኩተኖ
qabna	ቀብነ
ture	ቱሬ
kanaafidha	ከናፊዳ
baay	ባይ
een	ኤን
keenya	ኬኘ
mormii	ሞርሚ
sirna	ሲርነ
appaartaayidii	አppኣርታይዲ
keessatti	ኬሰቲ
bal	በል
inaan	ኢናን
kan	ከን
hirmaannuuf	ሂርማኑፍ
jette	ጄቴ
giibsi	ጊብሲ
rozaariyoo	ሮzኣሪዮ
richaardisan	ሪቻርዲሰን
haadha	ሃዳ
seeraa	ሴራ
sagantaalee	ሰገንታሌ
bashannanaati	በሸነናቲ
mooraa	ሞራ
yuunivarsiitiitti	ዩኡኒvአርሲቲቲ
kamala	ከመለ
haarisiin	ሃሪሲን
falmii	ፈልሚ
tokko	ቶኮ
irratti	ኢረቲ
akka	አከ
hirmaattuuf	ሂርማቱፍ
filtee	ፊልቴ
ture	ቱሬ
filatamuun	ፊለተሙን
kamala	ከመለ
haaris	ሃሪስ
dhugumaan	ዱግማን
howaardi	ሆዋርዲ
akka	አከ
nama	ነመ
qopheessu	ቆጴሱ
mirkaneesse	ሚርከኔሴ
jette	ጄቴ
nama	ነመ
kamalaa	ከመላ
haaris	ሃሪስ
beekuuf	ቤኩፍ
amma	አመ
itti	ኢቲ
aantuu	ኣንቱ
pireezidantii	pኢሬzኢደንቲ
ameerikaa	አሜሪካ
tahuunshee	ተሁንሼ
waan	ዋን
dinqisiisaa	ዲንቂሲሳ
tahuu	ተሁ
baatus	ባቱስ
garuu	ገሩ
agarsiiftuu	አገርሲፍቱ
imala	ኢመለ
dhuunfaa	ዱንፋ
ishee	ኢሼ
fi	ፊ
falaasama	ፈላሰመ
ittiin	ኢቲን
fuulduratti	ፉልዱረቲ
deemtu	ዴምቱ
tahuu	ተሁ
agarsiisa	አገርሲሰ
barnoota	በርኖተ
keen	ኬን
itti	ኢቲ
gaafatamummaa	ጋፈተሙማ
adunyaa	አዱኛ
jijjiiruu	ጂጂሩ
qabda	ቀብደ
keessumaa	ኬሱማ
uummata	ኡመተ
kee	ኬ
kun	ኩን
akka	አከ
ameerikaa	አሜሪካ
fayyade	ፈየዴ
argineerra	አርጊኔረ
kamalaan	ከመላን
akkuma	አኩመ
koo	ኮ
mucaa	ሙጫ
warra	ወረ
cunqurfamooti	ጩንቁርፈሞቲ
filatamuun	ፊለተሙን
ishee	ኢሼ
seenaadhaan	ሴናዳን
waanuma	ዋኑመ
sirriidha	ሲሪኢዳ
isheen	ኢሼን
nama	ነመ
sirriidha	ሲሪኢዳ
jette	ጄቴ
ms	ምስ
rosazariyoon	ሮሰzአሪዮን
miseensa	ሚሴንሰ
aluminii	አሉሚኒ
kan	ከን
akka	አከ
turgood	ቱርጎድ
marshaal	መርሻል
abbaa	አባ
alangaa	አለንጋ
mana	መነ
murtii	ሙርቲ
ol	ኦል
aanaa	ኣና
kanneen	ከኔን
howaarditti	ሆዋርዲቲ
baratan	በረተን
keessaa	ኬሳ
tokko	ቶኮ
yoo	ዮ
tahu	ተሁ
namoota	ነሞተ
bu	ቡ
uura	ኡረ
kaa	ካ
anii	አኒ
darban	ደርበን
keessaati	ኬሳቲ
yerooma	ዬሮመ
miseensa	ሚሴንሰ
aluminii	አሉሚኒ
turaniyyuu	ቱረኒዩ
gareen	ገሬን
kun	ኩን
waan	ዋን
guddaa	ግዳ
irra	ኢረ
akka	አከ
gahanii	ገሀኒ
fi	ፊ
adunyaa	አዱኛ
irratti	ኢረቲ
waan	ዋን
addaa	አዳ
tokko	ቶኮ
akka	አከ
fidan	ፊደን
ni	ኒ
amanu	አመኑ
ture	ቱሬ
kanaaf	ከናፍ
itti	ኢቲ
aantuu	ኣንቱ
pirezidaantii	pኢሬzኢዳንቲ
tahuun	ተሁን
kamala	ከመለ
haarisiif	ሃሪሲፍ
ni	ኒ
mala	መለ
isheen	ኢሼን
adunyaa	አዱኛ
fi	ፊ
dubartoota	ዱበርቶተ
hundaaf	ሁንዳፍ
fakkeenya	ፈኬኘ
guddoodha	ግዶዳ
jedhe	ጄዴ
andiree	አንዲሬ
hoolmes	ሆልሜስ
kan	ከን
howaardi	ሆዋርዲ
irraa	ኢራ
akkasuma	አከሱመ
eebbifame	ኤቢፈሜ
suuraan	ሱራን
kamalaafi	ከመላፊ
hiriyoota	ሂሪዮተ
ishee	ኢሼ
kutannoo	ኩተኖ
hiriyyummaa	ሂሪዩማ
fi	ፊ
kolfaan	ኮልፋን
guutame	ጉተሜ
sunis	ሱኒስ
bara	በረ
howaarditti	ሆዋርዲቲ
namootni	ነሞትኒ
baratan	በረተን
dhiibbaa	ዲባ
uuman	ኡመን
sana	ሰነ
keessa	ኬሰ
ture	ቱሬ
haalanis	ሃለኒስ
jaalatameera	ጃለተሜረ
tibba	ቲበ
qabxiin	ቀብጢን
filannoo	ፊለኖ
us	ኡስ
eegamaa	ኤገማ
turetti	ቱሬቲ
miirri	ሚሪ
gammachuu	ገመቹ
fi	ፊ
gaddaa	ገዳ
lammiilee	ለሚሌ
biyyattii	ቢየቲ
irraa	ኢራ
mul	ሙል
achaa	አቻ
tureera	ቱሬረ
seenaa	ሴና
filannoo	ፊለኖ
us	ኡስ
keessatti	ኬሰቲ
kan	ከን
akka	አከ
isa	ኢሰ
ammaa	አማ
qalbii	ቀልቢ
namaa	ነማ
rarraase	ረራሴ
hin	ሂን
turre	ቱሬ
kaleessa	ከሌሰ
galgala	ገልገለ
wayita	ወይተ
injifachuun	ኢንጂፈቹን
joo	ጆ
baayidan	ባይደን
ibsamu	ኢብሰሙ
lammiileen	ለሚሌን
us	ኡስ
magaalota	መጋሎተ
gurguddoo	ግርግዶ
keessatti	ኬሰቲ
heddumminaan	ሄዱሚናን
ba	በ
uun	ኡን
gammachuusaanii	ገመቹሳኒ
ibsachaa	ኢብሰቻ
turan	ቱረን
joo	ጆ
baayidan	ባይደን
injifataniiru	ኢንጂፈተኒሩ
itti	ኢቲ
aanee	ኣኔ
maaltu	ማልቱ
ta	ተ
a	አ
joo	ጆ
baayidan	ባይደን
haasawa	ሃሰወ
injifannoo	ኢንጂፈኖ
booda	ቦደ
taasisaniin	ታሲሰኒን
biyya	ቢየ
tokkoomsuuf	ቶኮምሱፍ
waadaa	ዋዳ
seenan	ሴነን
niwu	ኒዉ
yoorki	ዮርኪ
irraa	ኢራ
hanga	ሀንገ
loos	ሎስ
anjelasitti	አንጄለሲቲ
oduu	ኦዱ
injifannoo	ኢንጂፈኖ
baayidaniin	ባይደኒን
namoonni	ነሞኒ
qiliixamsuu	ቂሊጠምሱ
guddoo	ግዶ
keessa	ኬሰ
galaniiru	ገለኒሩ
deggertoonni	ዴጌርቶኒ
baayidan	ባይደን
gammachuudhaan	ገመቹዳን
mirqaananii	ሚርቃነኒ
daandiitti	ዳንዲቲ
ba	በ
aniiru	አኒሩ
iddoo	ኢዶ
biraatti	ቢራቲ
ammoo	አሞ
miira	ሚረ
biraatu	ቢራቱ
mul	ሙል
ata	አተ
deggertoonni	ዴጌርቶኒ
tiraampi	ቲራምpኢ
gadaddoon	ገደዶን
isaan	ኢሳን
simatteetti	ሲመቴቲ
miirri	ሚሪ
gammachuu	ገመቹ
irraa	ኢራ
hin	ሂን
mul	ሙል
atu	አቱ
kaansaanii	ካንሳኒ
mo	ሞ
achuu	አቹ
joo	ጆ
baayidanillee	ባይደኒሌ
amananii	አመነኒ
hin	ሂን
fudhanne	ፉዳኔ
baandiin	ባንዲን
muuziqaa	ሙzኢቃ
gosa	ጎሰ
gosaan	ጎሳን
sagalee	ሰገሌ
gammachuu	ገመቹ
dhageessisaa	ዳጌሲሳ
turan	ቱረን
lammiileen	ለሚሌን
guca	ግጨ
qabsiisuun	ቀብሲሱን
ifa	ኢፈ
gammachuu	ገመቹ
mul	ሙል
isaa	ኢሳ
turan	ቱረን
doonaald	ዶናልድ
tiraamp	ቲራምp
garuu	ገሩ
kana	ከነ
hundaa	ሁንዳ
hin	ሂን
argine	አርጊኔ
wayita	ወይተ
bu	ቡ
aan	ኣን
filannoo	ፊለኖ
ibsamauyyuu	ኢብሰመኡዩ
bakka	በከ
biraatii	ቢራቲ
tapha	ተጵአ
golfii	ጎልፊ
taphachaa	ተጵአቻ
turan	ቱረን
miira	ሚረ
gammachuu	ገመቹ
fi	ፊ
wacabbara	ወጨበረ
uumamaa	ኡመማ
ture	ቱሬ
homaayyuu	ሆማዩ
quba	ቁበ
hin	ሂን
qaban	ቀበን
tiraamp	ቲራምp
wanti	ወንቲ
ta	ተ
aa	ኣ
ture	ቱሬ
garuu	ገሩ
kan	ከን
hamilee	ሀሚሌ
isaan	ኢሳን
buusuudha	ቡሱዳ
guyyaa	ግያ
kana	ከነ
miira	ሚረ
si	ሲ
oominaa	ኦኦሚና
olaanaa	ኦላና
eegaa	ኤጋ
turuu	ቱሩ
kan	ከን
dubbatan	ዱበተን
namoonni	ነሞኒ
magaalaa	መጋላ
waashigitan	ዋሺጊተን
dc	ድጭ
fuuldura	ፉልዱረ
waayit	ዋይት
haawusitti	ሃዉሲቲ
gammachuusaanii	ገመቹሳኒ
ibsachaa	ኢብሰቻ
turan	ቱረን
guyyaan	ግያን
kun	ኩን
kanuma	ከኑመ
kabajamuu	ከበጀሙ
qabuudha	ቀቡዳ
jedhan	ጄዳን
bara	በረ
faranjootaa	ፈረንጆታ
qabannetti	ቀበኔቲ
sadarkaa	ሰደርካ
gahumsa	ገሁምሰ
humna	ሁምነ
waraanaa	ወራና
biyyootaa	ቢዮታ
ifa	ኢፈ
godhame	ጎዳሜ
keessatti	ኬሰቲ
itoophiyaan	ኢቶጲያን
addunyaarraa	አዱኛራ
ffaa	ፋ
afrikaa	አፍሪካ
keessaa	ኬሳ
ammoo	አሞ
sadarkaa	ሰደርካ
ffaarra	ፋረ
kaahamte	ካሀምቴ
ragaalee	ረጋሌ
adda	አደ
addaa	አዳ
bu	ቡ
uureffachuun	ኡሬፈቹን
waggaa	ወጋ
waggaan	ወጋን
gahumsa	ገሁምሰ
humna	ሁምነ
waraanaa	ወራና
biyyoota	ቢዮተ
addunyaaf	አዱኛፍ
sadarkaa	ሰደርካ
kan	ከን
laatu	ላቱ
dhaabbatni	ዳበትኒ
global	ግሎበል
firepower	ፊሬpኦዌር
jedhamu	ጄዳሙ
bara	በረ
kana	ከነ
biyyoota	ቢዮተ
afrikaa	አፍሪካ
qoratee	ቆረቴ
sadarkaa	ሰደርካ
kan	ከን
kenneef	ኬኔፍ
yoo	ዮ
ta	ተ
u	ኡ
biyyoota	ቢዮተ
kana	ከነ
keessaa	ኬሳ
itoophiyaan	ኢቶጲያን
ffaa	ፋ
taate	ታቴ
sadarkaa	ሰደርካ
dhaabbatichi	ዳበቲቺ
kenneen	ኬኔን
afrikaa	አፍሪካ
keessaa	ኬሳ
masriin	መስሪን
tokkoffaa	ቶኮፋ
yoo	ዮ
taatu	ታቱ
aljeeriyaa	አልጄሪያ
afrikaa	አፍሪካ
kibbaa	ኪባ
naayieeriyaa	ናይኤሪያ
fi	ፊ
morookoon	ሞሮኮን
